,PGAs,acc,psd,resid,accFB,psdFB,residFB,accNoSSI,psdNoSSI,residNoSSI
0,0.1,1.1835773555693394,2.8422864708621956e-05,1.2858987145935544e-06,1.188390574578717,3.8227338406550924e-08,7.444215580932758e-12,1.0153542695848916,2.8944508157493754e-05,2.2173510116818107e-06
1,0.2,2.805314367679337,0.004516804651011278,-0.0018272692142998815,2.3765079965050093,7.644783514035669e-08,-1.011306219654987e-11,2.7356860345041816,0.003311382622642139,-0.002164355169986625
2,0.3,3.723434002448892,0.038618029870343414,0.0373871389802037,3.5655717401622056,1.1465903744763197e-07,7.584012319455812e-12,3.870004154140339,0.04003967354407004,0.03893222529783361
3,0.4,4.018809355959837,0.12823764953544683,0.10871883868709212,4.75376311383752,1.5288212377836695e-07,1.4661981715850223e-11,4.8125110498410555,0.12501920376321804,0.10473083039048932
4,0.5,3.6181046313232255,0.24792129805813817,0.1738290662906689,5.941683767097215,1.9109896460192108e-07,1.2037577887448354e-11,4.426315965416346,0.2418076033813022,0.16656170321667027
5,0.6,3.6292708248653374,0.4061119793150935,0.2161194490465142,7.129313707295513,2.2933602207499914e-07,3.085205888383451e-12,3.7813877915465692,0.38927328089906293,0.20797342977360442
6,0.7,3.984522285265182,0.5804950252588494,0.2987801179625659,8.317209230562263,2.6754462559211835e-07,-2.2195841682221393e-11,4.4462316423921795,0.5609238514885515,0.28835354019161585
7,0.8,4.114308314859491,0.7604309770471871,0.4232488784976731,9.506274678724779,3.0576111607806455e-07,-1.5898106268237764e-11,4.30806988931765,0.7399254141108508,0.4106559926325928
8,0.9,4.33233063677461,0.9387714594455742,0.5554482854527547,10.696384296607384,3.4399593462621165e-07,-9.948427965089694e-12,4.376073956471864,0.91923119357382,0.5392366591718297
9,1.0,4.563698637739217,1.1120431126409371,0.6955033304002585,11.884131555773973,3.822072096478541e-07,1.1413176847291933e-11,4.801344534764571,1.0958002151224353,0.6774405597360392
