Vs,acc,psd,resid
100.0,4.320274096999979,0.02100113248232096,-0.009028580608527476
150.0,4.758810958590805,0.019287743783820605,-0.008897765562671137
200.0,5.095345193578466,0.018465534518635973,-0.00841277364495167
250.0,5.238728072922569,0.018115135599885965,-0.008090182574667424
300.0,5.302330538505349,0.017928554294066548,-0.007906983391135524
350.0,5.328279568729255,0.01781809028252129,-0.00781253204618691
400.0,5.338278889584441,0.01774590006263016,-0.00775677210649904
3000.0,5.37011234935968,0.017480195703514837,-0.0076723359141433
