,PGAs,acc,psd,resid,accFB,psdFB,residFB,accNoSSI,psdNoSSI,residNoSSI
0,0.1,2.222236053369785,2.2502510917011497e-05,1.1156620537790148e-05,2.2560042680346872,2.967283651865073e-08,3.138734788712171e-11,2.4594388135485143,2.6136528551965093e-05,1.5881625720657396e-05
1,0.2,3.739453022917475,0.0017286764681217666,0.0016227187293249765,4.510109341328695,5.938231032855872e-08,-7.27413402938356e-12,4.322709796481412,0.0018002319799672554,0.001603034070363481
2,0.3,4.369788945270919,0.005324823232360601,0.0035980364935238995,6.768063964339182,8.907345589504226e-08,3.3312139434724964e-11,5.332639026198188,0.0042518025147299555,0.0037138585635095827
3,0.4,4.60160131517092,0.012981876840671069,0.010319061707755406,9.02305634743451,1.1875791296265367e-07,-5.923690198252793e-11,5.781294260571646,0.010047642032254011,0.009442983833282414
4,0.5,4.951660960187496,0.03350594436888663,0.03210075755579079,11.279827439519092,1.484677965049392e-07,2.4307888187987082e-12,6.21875604650986,0.03215927890149232,0.031218277204281376
5,0.6,5.207805642330382,0.07983689325570649,0.0780150833368672,13.536917289026363,1.7812682465623167e-07,-2.9299233831159514e-11,6.526778180897237,0.08107084475614633,0.07966563023110888
6,0.7,5.497790176325156,0.15898912724062556,0.15468190946056012,15.791229317634208,2.0782366769950154e-07,5.3722878680366255e-12,7.034440906634802,0.15945876307557408,0.15636372561655035
7,0.8,5.778150720721914,0.259826920393922,0.25142407208337597,18.046066207683804,2.3752442878150682e-07,6.655189146967693e-11,7.491876411624274,0.2613722055774128,0.254028074175888
8,0.9,5.91539032799151,0.37904772559658023,0.36583267116603424,20.30325122189362,2.6720731528158157e-07,-3.657487786412794e-11,7.494428851373436,0.3770530000461181,0.36426099014711777
9,1.0,5.966555762816153,0.5157729327073253,0.498003683673177,22.558386336548935,2.96913909921669e-07,7.507664552040336e-11,7.326571512883991,0.5198120905451519,0.5015456982261001
