Vs,acc,psd,resid
100.0,5.270028539749757,0.057713292802497596,0.008801772719622299
150.0,5.741663316257949,0.055154127553698605,0.010335248330617837
200.0,5.799521102867666,0.053596111552376056,0.011409533055472069
250.0,5.767327780165988,0.05266074738873229,0.011845391675633385
300.0,5.728606226551894,0.05206115515798666,0.011948793980444697
350.0,5.7025982050925,0.051591255304204865,0.011890929643457561
400.0,5.682107272041722,0.05127292864511256,0.01181037914405645
3000.0,5.777495939203716,0.05027260116808289,0.011894170648960612
