,PGAs,acc,psd,resid,accFB,psdFB,residFB,accNoSSI,psdNoSSI,residNoSSI
0,0.1,1.7065523105548936,2.039916222356576e-05,3.725132893702353e-06,0.6503661801811308,6.896313042799316e-08,5.0767801111016745e-09,1.921518560632595,1.9436039398642343e-05,2.630006627462684e-07
1,0.2,2.8948415218751804,0.0015319485841417818,0.0007971273034997441,3.4423830440121534,8.884416413403607e-08,3.089276280384508e-08,3.3871580552483005,0.0014487758401709474,0.0008551676659848506
2,0.3,4.109721016902369,0.012976011845137697,-0.00533143934138965,5.162813207083837,8.554100774233591e-08,-1.4707738862827591e-09,4.658790371853506,0.0068665039993518,-0.0027350856160862657
3,0.4,4.124266556598496,0.03397091628749319,-0.01611587293166683,6.884050377009094,1.1303087292984547e-07,-3.015019252702769e-09,4.3828842206859475,0.024356846679915053,-0.0094236310391115
4,0.5,4.673716581936045,0.04570408189656784,-0.01441084344170997,8.604046981039087,1.4128691378897293e-07,-6.1167999356026826e-09,5.061386468720592,0.03901026650882997,-0.007519874432261311
5,0.6,5.270028539749757,0.057713292802497596,0.008801772719622299,10.32502660390777,1.773084297297178e-07,3.2362716849064273e-09,5.777495939203716,0.05027260116808289,0.011894170648960612
6,0.7,5.513299957149183,0.09534374814625515,0.08045263514290088,12.046096819155387,2.0304013979045853e-07,-5.546768999798076e-11,6.352627864240916,0.08989418974285934,0.08039001697014209
7,0.8,5.51533137513332,0.22749633918354256,0.22536161550584244,13.767297565259707,2.308425903235105e-07,-1.3251428231506763e-09,6.703699331831082,0.21603685669491499,0.2149691122869599
8,0.9,5.52611684620523,0.3797128379028126,0.37716007905776805,15.489162879537613,2.612050478981096e-07,8.102732687599099e-11,6.801910102945294,0.37529292642699336,0.37327367177800014
9,1.0,5.135721258821166,0.4922287108961549,0.4861234755714829,17.209860983892444,2.9023175434352483e-07,8.389149452671291e-11,6.431157197696429,0.486264558750102,0.48273119633166883
