,PGAs,acc,psd,resid,accFB,psdFB,residFB,accNoSSI,psdNoSSI,residNoSSI
0,0.1,1.4014250464729407,1.1270138582919726e-05,-3.3825200235330015e-06,1.4103139408029164,1.441315248937692e-08,6.885669328860192e-12,1.449697487059312,1.0782869372691403e-05,-3.3184875389689515e-06
1,0.2,2.9502394560061243,0.0016802557703271598,-0.0008331961154533462,2.819674535164915,2.8825443630726674e-08,1.5327336360418662e-11,3.0823794559847792,0.0014075813597798925,-0.0009343638957581038
2,0.3,3.4199182465433937,0.00539335426835443,-0.000498181428038039,4.229409863993897,4.323729307376129e-08,-9.323476825606565e-12,3.8854346143434695,0.00462982943879441,-0.0010215828303735963
3,0.4,3.05220206716735,0.02228632480491182,0.0028185702645904588,5.639184230832294,5.7649245714199425e-08,-5.191439887179112e-13,3.508550032397049,0.021798929296743923,0.006611765148411
4,0.5,3.7665984678240756,0.056138771502078647,0.027729833711933327,7.048934726823287,7.205980007393003e-08,2.036525913796809e-11,4.02738715334864,0.05699138637886546,0.03320117840792464
5,0.6,4.374331094244939,0.09355220795176984,0.06319607192383389,8.459192249351037,8.648080226506499e-08,2.3600882815485144e-11,5.19302846789283,0.09594754589231701,0.06997602783554666
6,0.7,3.413787898157375,0.13417530134559158,0.1027304857557294,9.868509047850157,1.0087366321352759e-07,2.415197055405399e-11,4.556067251476138,0.13481667789042268,0.10507862383809392
7,0.8,3.8306965826031005,0.18290177704185337,0.14922198243385298,11.278503824375665,1.1530094990426251e-07,2.193636461885021e-11,4.387256757707581,0.17679425947709318,0.14196063221836686
8,0.9,3.400542442447053,0.22962157028741392,0.19234107393420535,12.687846982215525,1.2969689169795952e-07,-4.633451787219901e-12,3.8027438524258335,0.22916341809114546,0.19147344078330275
9,1.0,4.651011365802612,0.28223548462196535,0.2436489412216579,14.09795436407007,1.4410621064076465e-07,3.0809494558715027e-12,5.059734821525019,0.2756609229834206,0.2364946727708445
