,PGAs,acc,psd,resid,accFB,psdFB,residFB,accNoSSI,psdNoSSI,residNoSSI
0,0.1,1.4308453607713525,1.548325629287608e-05,-4.288806083405791e-06,1.4378967581050421,1.2761315273265928e-08,-6.45816262202368e-12,1.251564269264792,1.2744782621743946e-05,-4.12125919059208e-06
1,0.2,2.5022810353545735,0.004928793415471953,-0.003719255179824433,2.875278604862319,2.5515920597860083e-08,-3.703051067288085e-12,2.5677145112820052,0.0029867061220840616,-0.002438701271166858
2,0.3,3.0989490348432134,0.028348772182669384,-0.028305256763448465,4.3138536391027555,3.8242469665778656e-08,5.782741248800211e-11,3.151242070795279,0.022805129249443286,-0.02278858274311561
3,0.4,3.7152396357071718,0.03500629507436488,-0.025664341920106047,5.748883041968394,5.1022551894180765e-08,-5.181930708319587e-12,4.357513858366768,0.03597766172940901,-0.027699214857968404
4,0.5,3.855069147349413,0.04273683757346852,-0.02254074415069885,7.187556609248507,6.378642576782428e-08,-2.1032252727103586e-12,4.372270987325505,0.047496633057933085,-0.028350238066129047
5,0.6,3.8955230636356815,0.0557384722414685,-0.027557453406862973,8.6249923124885,7.652908479578401e-08,1.8586133108687478e-11,4.550284632157636,0.058219094807243806,-0.030794483382560064
6,0.7,4.256180621146015,0.06889858709782337,-0.03994880976507142,10.061748620436097,8.928744774938053e-08,1.8567415507039e-11,4.926821086782607,0.07216337214550292,-0.039033662006778554
7,0.8,3.99361047452212,0.08209856274034262,-0.059040368442019674,11.499669080173565,1.020474815322445e-07,1.292538748140373e-11,4.836620473643583,0.07997657416059568,-0.04992545556384429
8,0.9,4.154432710718336,0.10249326465256571,-0.08758019077599308,12.937044278410276,1.1480579325882315e-07,-3.4736863860733896e-12,4.5074716165147475,0.0998466475544986,-0.07826927858652985
9,1.0,4.470980873683484,0.12072473241054242,-0.09054321485098493,14.3741081515895,1.275582532753974e-07,-8.20385921816992e-14,4.755002555752826,0.11510336477572668,-0.08591319543868749
