,PGAs,acc,psd,resid,accFB,psdFB,residFB,accNoSSI,psdNoSSI,residNoSSI
0,0.1,1.882212526620608,2.2749980838348416e-05,-1.140318525595369e-05,1.9023051310983115,1.5248150273136468e-08,-5.5617908158915424e-11,1.8063620668180553,1.3057242933651411e-05,-1.3968851923518507e-06
1,0.2,3.352565344394808,0.002600196928771336,-0.0024986719913810927,3.803367007691583,4.898540987334979e-08,1.8438894182340855e-08,3.8876933918978738,0.0015354650693751221,-0.0014497412982374135
2,0.3,3.69795999507485,0.007285737494150457,0.0020388185621678695,5.700761103698688,4.403199774265685e-08,-2.3633585783100583e-09,4.407149832163321,0.004237368737403032,-0.0014313481242512996
3,0.4,4.77311960756815,0.031140065375300664,0.022988635780556217,7.601548395448319,5.8898345160381344e-08,-2.216859774040139e-09,5.156859350848595,0.025010642611383326,0.01761655731601248
4,0.5,5.025460447954115,0.06695255238124673,0.04935535542199951,9.499643632201828,7.622209668609087e-08,-1.1203263405292035e-10,5.947863628592178,0.05878411544306245,0.04532768664687027
5,0.6,4.362402898919734,0.11154909586551486,0.06802955671707914,11.400845712882457,9.161408962039107e-08,-3.751120097617858e-11,5.455340322478548,0.10368633050900938,0.06538268020175422
6,0.7,4.003384382806002,0.15981044236090108,0.07608887923653089,13.29978255982303,1.069009347056198e-07,1.0657896448686588e-11,4.777934932627565,0.15220671087179036,0.08386293770165146
7,0.8,4.221203911496561,0.21433797442278266,0.09684990018845853,15.200041069584099,1.2220179295509589e-07,3.834081106378023e-11,4.920087503147958,0.20706149528545215,0.09395018361625222
8,0.9,4.285020962912723,0.2702020051725817,0.12618052106626568,17.099911174674247,1.3740291985785408e-07,-5.7972497450939593e-11,4.869988241060374,0.2631693161877177,0.12162764917093782
9,1.0,4.401592239926335,0.3301305991498891,0.1818509724084788,19.00012568768291,1.5280519290226715e-07,9.153318756316483e-11,4.729811876971695,0.3206804928051845,0.16649307709229091
