Vs,acc,psd,resid
100.0,4.820585687000797,0.06725203500652162,0.04938330225526521
150.0,5.722248304665053,0.06215586428105976,0.04674502145153378
200.0,5.9903942775079875,0.060364207852691025,0.04585932518753089
250.0,6.034436508634229,0.05963752559837381,0.045481029015181404
300.0,6.027593371192219,0.059344624361442784,0.045352328957401246
350.0,6.005782552166259,0.059229927342595315,0.0453553300868036
400.0,5.985020574556176,0.05913760130632389,0.045316813702216754
3000.0,5.948407193740421,0.058791374484567664,0.045341199701787224
