Vs,acc,psd,resid
100.0,4.574853659763779,0.02385483136231865,-0.01543734972533229
150.0,5.29540215972753,0.023378900199446998,-0.014419463688581631
200.0,5.447023012491282,0.0228541230396029,-0.013871053635067835
250.0,5.452804878168001,0.02251319700427407,-0.01362912595232926
300.0,5.432569036820999,0.022281749880675907,-0.013483965391505101
350.0,5.458459947795252,0.02211948723166487,-0.01337525444647842
400.0,5.472363097103198,0.02200550570199723,-0.01329219265470948
3000.0,5.443791015282786,0.021473188133767755,-0.012945586818248516
