Vs,acc,psd,resid
100.0,4.209895095153947,0.044854421701455115,-0.010430982299207898
150.0,4.639999156160527,0.04343782438057907,-0.009301351159585256
200.0,4.775325981559928,0.04270113721544951,-0.008923750135912742
250.0,4.857948046089048,0.04230737128665872,-0.008814242440062368
300.0,4.898336876013521,0.0420772255779462,-0.008778314727668228
350.0,4.914568115697888,0.041945174884844304,-0.008776353085671094
400.0,4.922411782178678,0.04185375043955603,-0.008773951925055784
3000.0,4.916097520351724,0.0417789831689176,-0.008974066079480647
